"Ranking","Name","Result_m","Announced","Points","Penalties","Date","Place","Country"
2867,"Michal MROZOWSKI ",25,45,25,0,2009-07-27,"Crystal Clear Water Competition 2009","Poland"
2868,"Lukasz PISZCZEK ",25,0,25,0,2010-08-01,"VII Polish Freediving Championship 2010","Poland"
2869,"Stephane EUDIER ",25,35,14,0,2012-06-06,"5th Mediterranean World Cup","Belgium"
2870,"DeeDee FLORES ",25,25,25,0,2009-05-27,"PFI Cayman 2009","United States"
2871,"Roald BOOM ",25,25,25,0,2009-08-25,"Bonaire Challenge 2009","Netherlands"
2872,"Olga BORKOWSKA ",25,25,25,0,2010-02-11,"Andaman AIDA Freediving Challenge 2010","Poland"
2873,"Koji KAWAGUCHI ",25,25,25,0,2013-10-19,"14th Manazuru Freediving Classic","Japan"
2874,"Piotr GRENDA ",25,0,14,0,2010-08-01,"VII Polish Freediving Championship 2010","Poland"
2875,"Georgeos CHAIRETAKIS ",25,25,25,0,2010-09-05,"Sougia depth competition","Greece"
2876,"Bertrand ROHRBOCK ",25,25,25,0,2010-08-14,"Nordic Deep 2010","Netherlands"
2877,"Patrick MANSER ",25,25,25,0,2011-07-10,"Swiss Championship lake","Switzerland"
2878,"Marie CARTWRIGHT ",25,25,24,1,2011-02-10,"Andaman AIDA Freediving Challenge 2011","United Kingdom"
2879,"Eva FROESTL ",25,25,25,0,2015-07-11,"Cool Down 2015 - Austrian Championship","Austria"
2880,"Bartosz LUBECKI ",25,25,25,0,2012-05-27,"UK BFA Depth Championships","Poland"
2881,"Bjarne BRYNK JENSEN ",25,25,25,0,2009-04-21,"(in progress) Bizzy Blue Hole 2009","Denmark"
2882,"Elisabeth HUMMEL ",25,45,4,21,2012-08-18,"Schweizer und Deutsche Meisterschaft im Tieftauchen 3023","Germany"
2883,"Kristo CEBALO ",25,25,25,0,2012-08-04,"Pakostane Deep challenge","Croatia"
2884,"Hideya MATSUNAGA ",25,25,25,0,2011-11-19,"12th Manazuru freediving classic","Japan"
2885,"Peter Elmsted DREIER ",25,25,25,0,2014-06-12,"Copenhagen Lake Competition","Denmark"
2886,"Krzysztof DABROWSKI ",25,25,25,0,2012-07-26,"Polish Freediving Championships","Poland"
2887,"Jose luis VALDEZ ",25,25,25,0,2011-07-16,"xibalba 2011","Mexico"
2888,"Julien DERUFFE ",25,28,21,4,2011-10-16,"AIDA Cyprus Depth Games 2011","France"
2889,"Michalis POLUKARPOU ",25,25,25,0,2012-11-04,"AIDA Cyprus Depth Day 2012","Cyprus"
2890,"Marinos KARTAPANIS ",25,25,25,0,2014-06-29,"CYPRUS SUMMER GAMES 2014","Cyprus"
2891,"Jakob BOMAN ",25,25,25,0,2013-08-07,"Nordic Championship 2013","Denmark"
2892,"Jakob BOMAN ",25,30,19,6,2013-09-15,"AIDA INDIVIDUAL DEPHT WORLD CHAMPIONSHIP 2013","Denmark"
2893,"Marie GOSME ",25,25,25,0,2013-02-09,"Andaman Freediving Competition","France"
2894,"Lars ARVIDSSON ",25,25,25,0,2015-09-05,"Summer depth Gothenburg","Sweden"
2895,"Peter JOHNSEN ",25,33,16,9,2014-08-08,"Swedish championship in depth","Sweden"
2896,"Vera BURKARD ",25,25,25,0,2014-08-23,"Swiss Championship Lake","Switzerland"
2897,"Mirai FUSE ",25,25,25,0,2014-10-19,"JAS depth competition in Shishihama","Japan"
2898,"Juan Carlos RESTREPO CARVAJAL ",25,25,25,0,2015-06-06,"NIRVANA OCEANQUEST","Colombia"
2899,"Samantha KILDEGGARD ",25,25,25,0,2015-11-01,"Big Blue","Argentina"
2900,"Egon BOOM ",25,25,25,0,2009-08-25,"Bonaire Challenge 2009","International"
2901,"Maria Teddie Rose MATEO ",25,25,25,0,2012-03-31,"Blood Red Philippine Depth Challenge","Philippines"
2902,"Nuraliza Binte Mohammed OSMAN ",25,25,25,0,2012-03-31,"Blood Red Philippine Depth Challenge","Singapore"
2903,"Go Eun KIM ",25,25,25,0,2012-10-20,"TRIPLE DEPTH 2012","Korea, Republic of"
2904,"Hyun Il SONG ",25,25,25,0,2014-09-11,"Freedive Panglao Depth Challenge","Korea, Republic of"
2905,"Mario CARCAMO WILKINSON ",25,25,25,0,2015-06-06,"NIRVANA OCEANQUEST","Chile"
2906,"Sasha JEREMIC  ",25,25,25,0,2015-10-18,"AIDA CYPRUS DEPTH GAMES 2015","Serbia"
2907,"isabela SANCHEZ ARAN ",25,25,25,0,2015-10-18,"AIDA CYPRUS DEPTH GAMES 2015","Spain"
2908,"MAURO LLANOS ",25,25,25,0,2015-11-19,"COPA AIDA DELPHINUS","Colombia"
2909,"KATHERINE MARROQUIN ",25,25,25,0,2015-11-19,"COPA AIDA DELPHINUS","Colombia"
2910,"LAURA SANCHEZ ",25,25,25,0,2015-11-19,"COPA AIDA DELPHINUS","Colombia"
2911,"Stephanie ROVER ",25,25,25,0,2015-12-19,"II Oceansoul Lanzarote Freediving","Germany"
2912,"Stephanie ROVER ",25,25,25,0,2015-12-19,"II Oceansoul Lanzarote Freediving","Germany"
2913,"Minami Ishizawa ",25,25,25,0,2016-05-25,"Freedive Panglao May Minicompetition","Japan"
2914,"Linda Stenman ",25,25,25,0,2013-08-01,"Swedish Championship in depth","Sweden"
2915,"Francesca Koe ",25,25,25,0,2010-05-11,"PFI Deja Blue 2010","United States"
2916,"Romano MOLINARI ",24,24,24,0,2003-06-29,"Round 5 of the Belgium Cup 2003","Netherlands"
2917,"Zdenka DEMLOVA ",24,24,24,0,2011-06-11,"AA Depth Minicomp 2011","Czech Republic"
2918,"Nobuhiro HASEBA ",24,24,24,0,2009-10-11,"Big Blue 5th official","Japan"
2919,"Michael BALDWIN ",24,30,17,7,2010-07-25,"Double Dip Down Under","Australia"
2920,"Mihalis FILINIS ",24,24,24,0,2012-10-14,"AIDA CYPRUS Depth Games 2012","Greece"
2921,"Dee Dee  FLORES ",24,31,16,8,2012-11-20,"Suunto Vertical Blue 2012","United States"
2922,"Dee Dee  FLORES ",24,31,16,8,2012-11-20,"Suunto Vertical Blue 2012","United States"
2923,"Dee Dee  FLORES ",24,31,16,8,2012-11-20,"Suunto Vertical Blue 2012","United States"
2924,"Genevieve MANBRE ",24,33,14,10,2014-08-08,"Swedish championship in depth","Sweden"
2925,"Hyunduk KIM ",24,24,24,0,2014-09-11,"Freedive Panglao Depth Challenge","Korea, Republic of"
2926,"Apple TABERDO ",24,24,24,0,2015-08-28,"Freedive Panglao August Minicomp","Philippines"
2927,"ANASTASIA SCHERBAKOVA ",24,24,24,0,2015-11-19,"COPA AIDA DELPHINUS","Russian Federation"
2928,"Hervé HUENS ",23,23,23,0,2003-06-29,"Round 5 of the Belgium Cup 2003","Belgium"
2929,"Véronique PEERE ",23,23,23,0,2003-06-29,"Round 5 of the Belgium Cup 2003","Belgium"
2930,"Vladimír FRANC ",23,39,6,17,2006-08-19,"Nordic Deep 2006","Czech Republic"
2931,"Etsuko ADACHI ",23,23,23,0,2009-10-11,"Big Blue 5th official","Japan"
2932,"Tova HAASE ",23,23,23,0,2006-08-19,"Nordic Deep 2006","Sweden"
2933,"Hiroshi SUGAWA ",23,23,23,0,2009-09-27,"2th TFC King of Freediving Competition","Japan"
2934,"Yugo OWAKI ",23,23,23,0,2007-08-04,"Deep Water Cup Okinawa 2007","Japan"
2935,"Martin ASHKENAZY-JONES ",23,23,23,0,2008-07-12,"Salt Free Double Dip 2008","United Kingdom"
2936,"Jennifer JELK ",23,23,13,10,2008-08-16,"Summer Swiss Championship 2008","Switzerland"
2937,"Patrick MANSER ",23,23,23,0,2010-08-21,"Swiss Depth Championship 2010","Switzerland"
2938,"Maki KANNO ",23,23,23,0,2013-09-29,"JAS official depth competition 2013","Japan"
2939,"Monika ZAWISTOWSKA ",23,48,-3,26,2015-08-19,"Zawody Krystalicznej Wody","Poland"
2940,"ahmed WAHBA ",23,23,22,1,2015-10-01,"Triple Depth","Egypt"
2941,"KATHERINE MARROQUIN ",23,23,23,0,2015-11-19,"COPA AIDA DELPHINUS","Colombia"
2942,"KEVIN VILORIA ",23,23,23,0,2015-11-19,"COPA AIDA DELPHINUS","Colombia"
2943,"Mario Zuzic ",23,23,23,0,2008-07-12,"AIDA Freediving RAB OFF","Croatia"
2944,"Motoko ISHIWATA ",22,22,22,0,2008-08-10,"Deepwater Okinawa Cup 2008","Japan"
2945,"Motoko ISHIWATA ",22,22,22,0,2013-09-15,"AIDA INDIVIDUAL DEPHT WORLD CHAMPIONSHIP 2013","Japan"
2946,"Naoko MORITA ",22,30,13,9,2008-08-10,"Deepwater Okinawa Cup 2008","Japan"
2947,"Hiroshi SUGAWA ",22,22,22,0,2007-11-10,"9th Manazuru Freediving Classic","Japan"
2948,"Nathalie HEBERT ",22,30,13,9,2010-06-14,"3rd Mediterranean Freediving Meeting","Canada"
2949,"Chikako HARA ",22,22,21,1,2009-07-17,"Deep Water Cup Okinawa 2009","Japan"
2950,"Kasper KNUTHSEN ",22,22,22,0,2013-08-07,"Nordic Championship 2013","Denmark"
2951,"Kyoko OSHIRO ",22,22,22,0,2015-09-20,"Apnea Academy Asia Cup 2015 in Shimoda","Japan"
2952,"Genevieve MANBRE ",22,22,22,0,2013-08-01,"Swedish Championship in depth","Sweden"
2953,"Sawako MARUYAMA ",21,21,21,0,2013-08-17,"Apnea Academy 2013.8 depth competition","Japan"
2954,"Anna VON BOETTICHER ",21,21,21,0,2013-11-27,"UK-GERMANY COMPETITION","Germany"
2955,"Toru TAKENOUCHI ",21,50,0,30,2010-10-11,"11th Manazuru Freediving Classic","Japan"
2956,"Maddalena ARRIGONI ",21,30,11,10,2008-02-08,"Andaman AIDA Freediving Challenge 2008","Italy"
2957,"Roland NELET ",21,21,21,0,2010-05-21,"Freedive Dahab Mini Comp 2010","France"
2958,"Ninna KOFOD ",21,38,3,18,2011-09-15,"AIDA Individual Depth World Championship 2011","Denmark"
2959,"Kohei ISHIDA ",21,21,21,0,2012-07-13,"Deep Water Cup 2012 OKINAWA","Japan"
2960,"Desiree Attias BALFELT ",21,21,21,0,2013-08-07,"Nordic Championship 2013","Denmark"
2961,"Natalia CHEESEMAN ",21,21,21,0,2013-07-06,"Nice Abyss contest 2013","Australia"
2962,"Natalia CHEESEMAN ",21,21,21,0,2013-07-06,"Nice Abyss contest 2013","Australia"
2963,"Alan SU ",21,21,20,1,2012-02-09,"Andaman 2012 Freediving Competition","Malaysia"
2964,"Jens BERGER ",20,20,20,0,2012-06-16,"AA Depth Minicomp 2012","Germany"
2965,"Johanna NORDBLAD ",20,20,20,0,2011-07-24,"Asikkala Depth Challenge 2011","Finland"
2966,"Marko DORDEVIC ",20,20,20,0,2006-09-09,"AIDA Hellas 2006 Summer Apnea Games","Serbia"
2967,"Motoko ISHIWATA ",20,20,20,0,2007-08-04,"Deep Water Cup Okinawa 2007","Japan"
2968,"Jake WELCH ",20,20,20,0,2006-03-26,"Deep Down Under 2006","New Zealand"
2969,"Nick SANDERSON ",20,20,20,0,2006-03-26,"Deep Down Under 2006","New Zealand"
2970,"Naoko MORITA ",20,20,20,0,2007-08-04,"Deep Water Cup Okinawa 2007","Japan"
2971,"Martin GROTEN ",20,20,20,0,2007-09-08,"Swiss Championship with guests","Germany"
2972,"Bert YTTERHAG ",20,20,20,0,2007-09-02,"FSE Stockholm Beginners Event","Sweden"
2973,"Sara BARRASA ",20,20,20,0,2010-06-29,"AIDA Mexico Xibalba 2010","Mexico"
2974,"Rommel TELLEZ ",20,20,20,0,2008-08-02,"Chequeo Nacional de Apnea","Venezuela"
2975,"Alejandro DE OLIVEIRA ",20,25,14,6,2008-08-02,"Chequeo Nacional de Apnea","Venezuela"
2976,"Ralph MAURIN ",20,20,20,0,2009-07-25,"Canadian Depth Nationals 2009","France"
2977,"Ralph MAURIN ",20,20,20,0,2009-07-25,"Canadian Depth Nationals 2009","France"
2978,"Walter JOHNSON ",20,20,20,0,2012-02-09,"Andaman 2012 Freediving Competition","United States"
2979,"Walter JOHNSON ",20,20,20,0,2014-02-17,"Andaman Freediving Challenge 2014","United States"
2980,"Edmund WARDLE ",20,20,20,0,2008-02-08,"Andaman AIDA Freediving Challenge 2008","United Kingdom"
2981,"Petchrung SUKPONG ",20,20,20,0,2010-02-11,"Andaman AIDA Freediving Challenge 2010","Thailand"
2982,"Gary LOWE ",20,20,20,0,2012-05-27,"UK BFA Depth Championships","United Kingdom"
2983,"Marianne BOEHM ",20,20,20,0,2011-06-23,"Triple Depth 2011","Germany"
2984,"Bjarne BRYNK JENSEN ",20,20,20,0,2009-04-21,"(in progress) Bizzy Blue Hole 2009","Denmark"
2985,"Enzo BRUNETTO ",20,20,20,0,2012-02-09,"Andaman 2012 Freediving Competition","Italy"
2986,"Marine POMAREDE ",20,20,20,0,2013-03-22,"AIDA NZ Depth Nationals","France"
2987,"Helen Evi  HOLROYD ",20,20,20,0,2012-10-14,"AIDA CYPRUS Depth Games 2012","Cyprus"
2988,"Sasha JEREMIC  ",20,20,20,0,2014-10-05,"DEPTH GAMES 2014","Serbia"
2989,"Lars ARVIDSSON ",20,20,20,0,2014-08-08,"Swedish championship in depth","Sweden"
2990,"Stefanos KANTZILARIS ",20,20,20,0,2014-06-29,"CYPRUS SUMMER GAMES 2014","Cyprus"
2991,"Ondrej KOTIK ",20,20,20,0,2013-06-15,"AA Depth Minicomp 2013","Czech Republic"
2992,"Costas CONSTANTINOU ",20,30,9,11,2013-10-06,"AIDA Cyprus Depth Games 2013","Cyprus"
2993,"Michal DABROWSKI ",20,20,20,0,2014-08-02,"IX Indywidualne Mistrzostwa Polski","Poland"
2994,"alia HAFEZ ",20,20,20,0,2014-08-13,"Arab League Championship","Egypt"
2995,"NÃ“RA GALGÃ“CZY ",20,20,20,0,2015-03-05,"Andaman Freediving challenge","Hungary"
2996,"Andreu CORVILLO FERNANDEZ ",20,20,20,0,2015-09-13,"III Open Costa Brava","Spain"
2997,"Keiichi SATO ",20,20,20,0,2015-09-20,"Apnea Academy Asia Cup 2015 in Shimoda","Japan"
2998,"Victoria BRILLIANT ",20,20,20,0,2015-11-01,"Big Blue","Ukraine"
2999,"Navarro CARMELO ",20,20,20,0,2014-02-17,"Andaman Freediving Challenge 2014","Philippines"
3000,"Hyunduk KIM ",20,20,20,0,2014-09-11,"Freedive Panglao Depth Challenge","Korea, Republic of"
3001,"Mario CARCAMO WILKINSON ",20,20,20,0,2015-06-06,"NIRVANA OCEANQUEST","Chile"
3002,"Mario CARCAMO WILKINSON ",20,35,4,16,2015-06-06,"NIRVANA OCEANQUEST","Chile"
3003,"LIZ MUNERA ",20,20,20,0,2015-11-19,"COPA AIDA DELPHINUS","Colombia"
3004,"ANDRES PEREIRA ",20,20,20,0,2015-11-19,"COPA AIDA DELPHINUS","Colombia"
3005,"Valdemar Karlsson ",20,25,14,6,2014-08-08,"Swedish championship in depth","Sweden"
3006,"Jason Heaton ",20,20,0,0,2016-07-05,"TUDOR Take a Breath Open","United States"
3007,"Takashi MEKATA ",19,23,15,4,2013-10-19,"14th Manazuru Freediving Classic","Japan"
3008,"Marine POMAREDE ",19,19,19,0,2014-03-21,"Dive Wellington/Beuchat New Zealand Freediving National Depth Championships","France"
3009,"Adam DE LA MARE ",19,19,19,0,2012-11-11,"2012 Pressure Seekers","United Kingdom"
3010,"Iasonas PANAGOS ",19,38,-1,20,2014-09-27,"Summer Apnea Games 2014","Greece"
3011,"Amr EL MAGHRABI ",18,31,5,13,2003-06-29,"Round 5 of the Belgium Cup 2003","Netherlands"
3012,"Omar SOTO ",18,25,10,8,2005-10-14,"Entre Dos Mares 2005","Mexico"
3013,"Eva JOHNSEN ",18,32,3,15,2006-08-19,"Nordic Deep 2006","Denmark"
3014,"Nippon MUKDASATHIEN ",18,18,18,0,2008-02-08,"Andaman AIDA Freediving Challenge 2008","Thailand"
3015,"Pichit MUANGNAPOE ",18,18,18,0,2008-02-08,"Andaman AIDA Freediving Challenge 2008","Thailand"
3016,"Augusto MONTBRUN ",18,18,18,0,2009-08-25,"Bonaire Challenge 2009","Venezuela"
3017,"Estrella NAVARO ",18,66,-31,49,2015-09-11,"2015 AIDA Depth World Championships","Mexico"
3018,"Olga  MARTINEZ ALVAREZ  ",18,35,0,18,2013-11-27,"UK-GERMANY COMPETITION","Germany"
3019,"Fanos ALKIVIADI ",18,18,18,0,2014-08-21,"Cavo Maris 2014","Cyprus"
3020,"Laurence LIÉNARD ",17,17,17,0,2003-06-29,"Round 5 of the Belgium Cup 2003","Belgium"
3021,"Ingela KARLSSON ",17,17,17,0,2007-09-02,"FSE Stockholm Beginners Event","Finland"
3022,"Jose MORENO ",17,20,13,4,2008-08-02,"Chequeo Nacional de Apnea","Venezuela"
3023,"Monique REEKERS ",17,17,17,0,2009-08-25,"Bonaire Challenge 2009","Netherlands"
3024,"Deisy MARQUEZ ",17,50,-17,34,2012-11-20,"Suunto Vertical Blue 2012","Venezuela"
3025,"Deisy MARQUEZ ",17,50,-17,34,2012-11-20,"Suunto Vertical Blue 2012","Venezuela"
3026,"Deisy MARQUEZ ",17,50,-17,34,2012-11-20,"Suunto Vertical Blue 2012","Venezuela"
3027,"Karin SCHLOSSER ",17,17,17,0,2013-07-27,"SUUNTO Cool Down 2013","Austria"
3028,"Linda KINNER ",17,17,17,0,2014-08-08,"Swedish championship in depth","Sweden"
3029,"Mario CARCAMO WILKINSON ",17,35,-2,19,2015-06-06,"NIRVANA OCEANQUEST","Chile"
3030,"Ashod PAPAZIAN ",16,65,-34,50,2012-10-20,"TRIPLE DEPTH 2012","Egypt"
3031,"Dai SAITO ",16,16,16,0,2015-09-20,"Apnea Academy Asia Cup 2015 in Shimoda","Japan"
3032,"Jasmine BASTOW ",16,42,0,0,2010-07-25,"Double Dip Down Under","Australia"
3033,"YUEN FUN IVORY YAU ",16,16,16,0,2015-05-02,"Freedive Panglao Depth Challenge 2015","Hong Kong"
3034,"Gavin GRAY ",15,15,15,0,2006-03-26,"Deep Down Under 2006","New Zealand"
3035,"Masako ISHIKAWA ",15,15,15,0,2008-10-12,"10th Manazuru Freediving Classic","Japan"
3036,"Ciciane QUADROS ",15,15,15,0,2006-09-09,"1st National Deep Apnea","Brazil"
3037,"Sandra DINIC ",15,15,15,0,2008-07-12,"AIDA Freediving RAB OFF","Serbia"
3038,"Mateja RADULOVIC ",15,20,9,0,2009-07-03,"Rab Dive Off 2009","Croatia"
3039,"Martin LEBRUN ",15,15,15,0,2009-07-25,"Canadian Depth Nationals 2009","Canada"
3040,"Martin LEBRUN ",15,15,15,0,2009-07-25,"Canadian Depth Nationals 2009","Canada"
3041,"Irene DA CUNDA ",15,15,15,0,2009-08-25,"Bonaire Challenge 2009","Uruguay"
3042,"Francesca VIRDIS ",15,15,15,0,2009-08-25,"Bonaire Challenge 2009","Italy"
3043,"Gediminas ZAKARAUSKAS ",15,15,15,0,2010-02-11,"Andaman AIDA Freediving Challenge 2010","International"
3044,"Vivian CHAN ",15,20,10,5,2012-02-09,"Andaman 2012 Freediving Competition","Malaysia"
3045,"Mazen Alshihri ",15,33,-4,19,2012-10-20,"TRIPLE DEPTH 2012","Saudi Arabia"
3046,"LIZ MUNERA ",15,25,5,10,2015-11-19,"COPA AIDA DELPHINUS","Colombia"
3047,"Matt Hambly ",15,15,0,0,2016-07-05,"TUDOR Take a Breath Open","United Kingdom"
3048,"Virginie Mafiodo ",14,52,0,39,2016-11-13,"Australian Depth National Freediving Championship 2016","France"
3049,"Sara CAMPBELL ",14,86,-58,72,2011-09-15,"AIDA Individual Depth World Championship 2011","United Kingdom"
3050,"Nathalie HEBERT ",14,30,0,17,2010-06-14,"3rd Mediterranean Freediving Meeting","Canada"
3051,"German ARANGO ",14,14,14,0,2009-08-25,"Bonaire Challenge 2009","Colombia"
3052,"Iryna FOKAS ",14,27,0,14,2012-10-20,"TRIPLE DEPTH 2012","Ukraine"
3053,"Beat UNGER ",13,0,13,0,2002-08-31,"Swiss Summer Championship 2002","Switzerland"
3054,"Ali Ali Okab ALI RAGAB ",13,20,5,8,2010-10-07,"FDD Mini Competition","Egypt"
3055,"DeeDee FLORES. ",13,27,-2,15,2013-05-20,"Caribbean Cup 2013","United States"
3056,"Marinos KARTAPANIS ",12,30,11,19,2016-10-02,"Infinity Depth Games II","Cyprus"
3057,"Chie SHIRAI ",12,12,12,0,2007-11-24,"Big Blue 2nd Official Competition","Japan"
3058,"florian DAGOURY ",12,80,0,0,2016-05-25,"Freedive Panglao May Minicompetition","France"
3059,"Nisha VASAVDA ",11,11,11,0,2010-05-21,"Freedive Dahab Mini Comp 2010","United Kingdom"
3060,"Masako ISHIKAWA ",10,10,10,0,2007-08-04,"Deep Water Cup Okinawa 2007","Japan"
3061,"Etsuko ADACHI ",10,10,10,0,2006-08-27,"Okinawa Freedive Invitational 2006","Japan"
3062,"Renata CARVALHO ",10,10,10,0,2009-08-25,"Bonaire Challenge 2009","Brazil"
3063,"Elisabeth MATTES ",10,10,10,0,2010-07-25,"Double Dip Down Under","Austria"
3064,"Gabina GREZLOVA ",10,10,10,0,2011-06-11,"AA Depth Minicomp 2011","Czech Republic"
3065,"Christian LANGER ",10,50,-31,41,2015-08-15,"Swiss Championship 2015 Lake of Zurich","Switzerland"
3066,"Anastasia REVINA ",10,10,10,0,2013-05-30,"Summer Gelendzhik 2013","Russian Federation"
3067,"Godielovelhing BARRO ",10,10,10,0,2012-03-31,"Blood Red Philippine Depth Challenge","Philippines"
3068,"Christophe Chevalier ",10,16,0,7,2016-07-05,"TUDOR Take a Breath Open","Switzerland"
3069,"Luis Nunez  Villaveiran ",10,10,0,0,2016-07-05,"TUDOR Take a Breath Open","Spain"
3070,"Natalia ZINCHUK ",9,15,2,7,2013-02-09,"Andaman Freediving Competition","Russian Federation"
3071,"Marie-Noel BETY ",8,15,0,8,2012-08-11,"Canadian Nationals Depth Competition","Canada"
3072,"Jaroslav SMITKA ",8,50,-34,42,2013-06-15,"AA Depth Minicomp 2013","Czech Republic"
3073,"YUEN FUN IVORY YAU ",8,8,8,0,2015-05-02,"Freedive Panglao Depth Challenge 2015","Hong Kong"
3074,"Romain Bourven ",8,8,0,0,2016-07-05,"TUDOR Take a Breath Open","France"
3075,"Ian Taylor ",8,8,0,0,2016-07-05,"TUDOR Take a Breath Open","United Kingdom"
3076,"Adrien Fourcade ",8,8,0,0,2016-07-05,"TUDOR Take a Breath Open","Switzerland"
3077,"Anton DOROVSKIKH ",7,50,-37,44,2013-09-15,"AIDA INDIVIDUAL DEPHT WORLD CHAMPIONSHIP 2013","Russian Federation"
3078,"Anna FOMINA ",7,7,7,0,2013-05-30,"Summer Gelendzhik 2013","Russian Federation"
3079,"Liubov RYABCHENKO ",7,7,7,0,2013-05-30,"Summer Gelendzhik 2013","Russian Federation"
3080,"Min Ji YU ",6,20,-8,14,2014-07-26,"Freedive Panglao July Minicompetition","Korea, Republic of"
3081,"Pete BOTMAN ",5,72,0,67,2016-11-03,"Red C cup","Netherlands"
3082,"Helene Van Egmond ",5,5,1,0,2016-07-05,"TUDOR Take a Breath Open","France"
3083,"Gabriela GREZLOVA ",4,0,4,0,2013-05-19,"APNEAMAN STA minicomp","Czech Republic"
3084,"Kamil  VYSTEJN ",4,4,4,0,2013-05-19,"APNEAMAN STA minicomp","Czech Republic"
3085,"Monica CIPELLETTI ",3,30,-25,28,2012-08-18,"Schweizer und Deutsche Meisterschaft im Tieftauchen 3023","Italy"
3086,"Edouard Bierry ",3,4,0,2,2016-07-05,"TUDOR Take a Breath Open","France"
3087,"Archimedes GARRIDO ",1,56,-55,56,2012-11-20,"Suunto Vertical Blue 2012","Brazil"
3088,"Archimedes GARRIDO ",1,56,-55,56,2012-11-20,"Suunto Vertical Blue 2012","Brazil"
3089,"Archimedes GARRIDO ",1,56,-55,56,2012-11-20,"Suunto Vertical Blue 2012","Brazil"
3090,"Marina KAZANKOVA ",0,51,51,0,2016-09-04,"BONAIRE DEEPSEA CHALLENGE","Russian Federation"
3091,"Herbert NITSCH ",0,0,0,0,2008-07-25,"Mediterranean Freediving Meeting","Austria"
3092,"Herbert NITSCH ",0,114,0,0,2010-04-27,"Vertical Blue 2010 - the Suunto Dive-Off","Austria"
3093,"Herbert NITSCH ",0,130,0,0,2010-04-27,"Vertical Blue 2010 - the Suunto Dive-Off","Austria"
3094,"Julie GAUTIER ",0,0,0,0,2008-07-25,"Mediterranean Freediving Meeting","France"
3095,"Mandy-Rae CRUICKSHANK ",0,-1,0,0,2008-04-21,"Liquification 2008","Canada"
3096,"Karoline Meyer MARIECHEN MEYER ",0,0,0,0,2008-04-01,"Vertical Blue 2008","Brazil"
3097,"Haydn WELCH ",0,0,0,0,2008-07-12,"Salt Free Double Dip 2008","United Kingdom"
3098,"Ryuzo SHINOMIYA ",0,0,0,0,2008-04-01,"Vertical Blue 2008","Japan"
3099,"Ryuzo SHINOMIYA ",0,0,0,0,2008-08-10,"Deepwater Okinawa Cup 2008","Japan"
3100,"Ryuzo SHINOMIYA ",0,0,0,0,2008-08-24,"Prechallenge 2008","Japan"
3101,"Walter STEYN ",0,-1,0,0,2008-03-09,"Apnea@Altitude 08","Australia"
3102,"Walter STEYN ",0,76,0,0,2010-02-13,"New Zealand International Freediving Challenge","Australia"
3103,"Andy GÜLDNER ",0,0,0,0,2008-08-01,"Dahab Mini Comp 2008","Germany"
3104,"Henning LARSEN ",0,0,0,0,2008-04-18,"Bizzy blue hole 2008","Denmark"
3105,"Ulrich WULFF ",0,0,0,0,2008-04-18,"Bizzy blue hole 2008","Germany"
3106,"Matthew CHARLTON ",0,55,0,0,2008-04-21,"Liquification 2008","Canada"
3107,"Tomoko YAMANOUCHI ",0,0,0,0,2008-04-01,"Vertical Blue 2008","Japan"
3108,"Jesper STECHMANN ",0,0,0,0,2008-04-18,"Bizzy blue hole 2008","Denmark"
3109,"Guillaume NÉRY ",0,0,0,0,2008-04-01,"Vertical Blue 2008","France"
3110,"Guillaume NÉRY ",0,0,0,0,2008-07-25,"Mediterranean Freediving Meeting","France"
3111,"Robert CETLER ",0,70,0,0,2011-07-30,"Crystal Clear Water Competition 2011","Poland"
3112,"Weine GUSTAVSSON ",0,0,0,0,2008-04-18,"Bizzy blue hole 2008","Sweden"
3113,"Sebastian NÄSLUND ",0,0,0,0,2008-04-18,"Bizzy blue hole 2008","Sweden"
3114,"Christian MALDAMÉ ",0,0,0,0,2008-04-01,"Vertical Blue 2008","France"
3115,"Christian MALDAMÉ ",0,0,0,0,2008-07-25,"Mediterranean Freediving Meeting","France"
3116,"Marcus GREATWOOD ",0,57,0,58,2010-05-21,"Freedive Dahab Mini Comp 2010","United Kingdom"
3117,"Ashod PAPAZIAN ",0,0,0,0,2008-08-01,"Dahab Mini Comp 2008","Egypt"
3118,"Alexey MOLCHANOV ",0,0,0,0,2008-07-25,"Mediterranean Freediving Meeting","Russian Federation"
3119,"Bruno BEAUVERGER ",0,0,0,0,2008-07-12,"AIDA Freediving RAB OFF","France"
3120,"Michael ANTINORI ",0,-1,0,0,2008-04-21,"Liquification 2008","United States"
3121,"Jonas KRAHN ",0,72,0,0,2011-07-30,"Crystal Clear Water Competition 2011","Germany"
3122,"Jonas KRAHN ",0,76,0,0,2011-07-30,"Crystal Clear Water Competition 2011","Germany"
3123,"Jonas KRAHN ",0,80,0,0,2011-07-30,"Crystal Clear Water Competition 2011","Germany"
3124,"Sanne BUURMA ",0,0,0,0,2008-04-18,"Bizzy blue hole 2008","Netherlands"
3125,"Klara HANSSON ",0,0,0,0,2008-04-18,"Bizzy blue hole 2008","Sweden"
3126,"David MULLINS ",0,-1,0,0,2008-03-09,"Apnea@Altitude 08","New Zealand"
3127,"David MULLINS ",0,0,0,0,2008-04-01,"Vertical Blue 2008","New Zealand"
